A-bomb|s:a-bombs
rau|s:raus
raunch|i:raunching
raunchy|t:raunchiest,r:raunchier
ravage|s:ravages,p:ravaged,d:ravaged,i:ravaging,3:ravages
ravager|s:ravagers
rave|i:raving,s:raves,p:raved,3:raves,d:raved
ravel|p:ravelled,3:ravels,d:ravelled,i:ravelling
raven|s:ravens,i:ravening,p:ravened,3:ravens,d:ravened,f:ravens
raver|s:ravers
ravine|s:ravines
raving|s:ravings
ravish|i:ravishing,d:ravished,p:ravished,3:ravishes
ravisher|s:ravishers
raw|t:rawest
rawling|s:rawlings
rawlplug|s:rawlplugs
ray|s:rays,i:raying,p:rayed,3:rays,d:rayed
ray-ban|s:ray-bans
ray-gun|s:ray-guns
raybould|s:rayboulds
rayon|s:rayons
raz|p:razzed
raze|d:razed,p:razed,i:razing,3:razes
razor|s:razors,f:razors
razor-blade|s:razor-blades
razorbill|s:razorbills,3:razorbills
razz|i:razzing,p:razzed,3:razzes,d:razzed
rba|s:rbas
rbo|s:rbos
rca|s:rcas
RCC|s:rccs
RD|s:rds
re|s:res
re-absorb|3:re-absorbs,p:re-absorbed,d:re-absorbed,i:re-absorbing
re-acquaint|d:re-acquainted,i:re-acquainting
re-acquire|d:re-acquired
re-activate|d:re-activated,p:re-activated,i:re-activating
re-adjust|p:re-adjusted,d:re-adjusted,3:re-adjusts,i:re-adjusting
re-adjustment|s:re-adjustments
re-admission|s:re-admissions
re-admit|d:re-admitted
re-adopt|p:re-adopted,d:re-adopted
re-advance|s:re-advances
re-advertise|d:re-advertised,p:re-advertised
re-affirm|d:re-affirmed,p:re-affirmed,i:re-affirming,3:re-affirms
re-afforest|i:re-afforesting,p:re-afforested,3:re-afforests,d:re-afforested
re-align|d:re-aligned,i:re-aligning,p:re-aligned
re-alignment|s:re-alignments
re-allocate|d:re-allocated,i:re-allocating,p:re-allocated
re-allocation|s:re-allocations
re-animate|d:re-animated,i:re-animating
re-appear|p:re-appeared,3:re-appears,i:re-appearing
re-application|s:re-applications
re-apply|d:re-applied,i:re-applying,p:re-applied
re-appoint|d:re-appointed,i:re-appointing,p:re-appointed,3:re-appoints
re-appraisal|s:re-appraisals
re-appraise|d:re-appraised
re-argue|d:re-argued
re-arm|d:re-armed,i:re-arming,p:re-armed,s:re-arms
re-arrange|d:re-arranged,p:re-arranged,3:re-arranges
re-arrangement|s:re-arrangements
re-arrest|d:re-arrested,p:re-arrested
re-assemble|d:re-assembled,p:re-assembled,i:re-assembling
re-assert|p:re-asserted,3:re-asserts,i:re-asserting,d:re-asserted
re-assess|d:re-assessed,i:re-assessing
re-assign|d:re-assigned,i:re-assigning
re-assume|3:re-assumes
re-assure|d:re-assured,i:re-assuring,p:re-assured
re-attach|d:re-attached,i:re-attaching
re-awaken|d:re-awakened,i:re-awakening,3:re-awakens,p:re-awakened
re-boot|3:re-boots,i:re-booting
re-bore|d:re-bored
re-build|i:re-building
re-buy|s:re-buys
re-calculate|3:re-calculates,d:re-calculated
re-cap|p:re-capped
re-capitalize|d:re-capitalized
re-capture|d:re-captured,i:re-capturing
re-cast|i:re-casting
re-channel|d:re-channelled,3:re-channels
re-charge|d:re-charged,p:re-charged,s:re-charges
re-check|i:re-checking,p:re-checked,d:re-checked
re-christen|d:re-christened,p:re-christened
re-circulate|d:re-circulated,3:re-circulates,p:re-circulated
re-classify|d:re-classified,i:re-classifying,p:re-classified
re-coat|d:re-coated
re-code|d:re-coded
re-coil|p:re-coiled
re-combine|d:re-combined,i:re-combining,p:re-combined
re-commence|3:re-commences
re-compile|d:re-compiled,i:re-compiling
re-compute|p:re-computed
re-configure|i:re-configuring
re-confirm|d:re-confirmed,p:re-confirmed,3:re-confirms
re-connect|d:re-connected,i:re-connecting
re-consider|d:re-considered,p:re-considered
re-constitute|d:re-constituted
re-construct|i:re-constructing
re-construction|s:re-constructions
re-contact|d:re-contacted
re-convert|i:re-converting
re-copy|i:re-copying
re-cost|d:re-costed,i:re-costing,p:re-costed
re-count|i:re-counting
re-cover|d:re-covered,i:re-covering,p:re-covered
re-create|3:re-creates,i:re-creating,p:recreated,d:re-created
re-creation|s:re-creations
re-cross|p:re-crossed,3:re-crosses,d:re-crossed,i:re-crossing
re-cut|i:re-cutting
re-cycle|d:re-cycled,i:re-cycling
re-decorate|d:re-decorated,i:re-decorating,p:re-decorated
re-define|i:re-defining,d:re-defined,p:re-defined,3:re-defines
re-definition|s:re-definitions
re-deliver|p:re-delivered,i:re-delivering
re-deploy|i:re-deploying,p:re-deployed
re-deposit|d:re-deposited,p:re-deposited,i:re-depositing,s:re-deposits,3:re-deposits
re-describe|3:re-describes
re-design|d:re-designed,i:re-designing,p:re-designed
re-designate|d:re-designated,p:re-designated
re-dial|i:re-dialling,p:re-dialled
re-direct|d:re-directed,i:re-directing,p:re-directed
re-discount|d:re-discounted,i:re-discounting
re-discover|d:re-discovered,i:re-discovering,p:re-discovered
re-display|d:re-displayed,p:re-displayed
re-distribute|d:re-distributed,3:re-distributes,i:re-distributing
re-district|i:re-districting
re-double|d:re-doubled,p:re-doubled
re-draft|d:re-drafted,i:re-drafting,p:re-drafted
re-draw|d:re-drawn,i:re-drawing
re-dress|i:re-dressing,p:re-dressed
re-echo|p:re-echoed,d:re-echoed,i:re-echoing
re-edit|d:re-edited,i:re-editing,p:re-edited
re-educate|i:re-educating,d:re-educated,p:re-educated
re-elect|d:re-elected,p:re-elected,i:re-electing
re-embark|d:re-embarked,p:re-embarked
re-emerge|p:re-emerged,3:re-emerges,d:re-emerged,i:re-emerging
re-emit|d:re-emitted,3:re-emits,i:re-emitting
re-emphasise|p:re-emphasised,3:re-emphasises,d:re-emphasised,i:re-emphasising
re-emphasize|d:re-emphasized,p:re-emphasized,i:re-emphasizing
re-employ|d:re-employed,i:re-employing,p:re-employed
re-enact|d:re-enacted,i:re-enacting,3:re-enacts,p:re-enacted
re-enactment|s:re-enactments
re-encounter|s:re-encounters,3:re-encounters,i:re-encountering
re-energize|i:re-energizing,p:re-energized
re-enforce|d:re-enforced,i:re-enforcing,3:re-enforces
re-enforcement|s:re-enforcements
re-engage|d:re-engaged,i:re-engaging,p:re-engaged
re-engagement|s:re-engagements
re-engine|i:re-engining
re-engineer|d:re-engineered,i:re-engineering,p:re-engineered
re-enrich|d:re-enriched,i:re-enriching
re-enter|p:re-entered,i:re-entering,3:re-enters,d:re-entered
re-equip|i:re-equipping,d:re-equipped,p:re-equipped,3:re-equips
re-erect|d:re-erected,p:re-erected,i:re-erecting
re-establish|d:re-established,i:re-establishing,p:re-established,3:re-establishes
re-estimate|d:re-estimated,i:re-estimating,s:re-estimates
re-evaluate|d:re-evaluated,i:re-evaluating,p:re-evaluated,3:re-evaluates
re-examination|s:re-examinations
re-examine|d:re-examined,i:re-examining,p:re-examined,3:re-examines
re-expand|d:re-expanded,i:re-expanding
re-experience|d:re-experienced,i:re-experiencing,p:re-experienced
re-export|s:re-exports,d:re-exported,p:re-exported,i:re-exporting,3:re-exports
re-expose|d:re-exposed,p:re-exposed,i:re-exposing
re-express|d:re-expressed,i:re-expressing,p:re-expressed
re-fashion|i:re-fashioning,p:re-fashioned
re-fight|i:re-fighting
re-finish|d:re-finished,p:re-finished
re-fire|d:re-fired
re-fit|d:re-fitted,p:re-fitted,s:re-fits
re-fold|d:re-folded,i:re-folding
re-form|d:re-formed,p:re-formed,3:re-forms,i:re-forming
re-format|i:re-formatting,p:re-formatted
re-formulate|p:re-formulated
re-fuel|i:re-fuelling,d:re-fuelled,p:re-fuelled
re-furbish|d:re-furbished
re-gain|i:re-gaining
re-gather|p:re-gathered
re-generate|i:re-generating,p:re-generated
re-grade|d:re-graded
re-grant|d:re-granted,p:re-granted
re-group|d:re-grouped,p:re-grouped,i:re-grouping
re-grouping|s:re-groupings
re-grow|3:re-grows,i:re-growing
re-hash|i:re-hashing
re-heat|d:re-heated,i:re-heating
re-hire|p:re-hired,d:re-hired,i:re-hiring
re-house|d:re-housed,p:re-housed,i:re-housing
re-imburse|d:re-imbursed,3:re-imburses
re-import|d:re-imported,p:re-imported
re-impose|d:re-imposed,i:re-imposing,p:re-imposed
re-incorporate|d:re-incorporated,i:re-incorporating,p:re-incorporated
re-index|d:re-indexed,i:re-indexing,p:re-indexed
re-infect|d:re-infected
re-inforce|d:re-inforced,i:re-inforcing,3:re-inforces
re-inforcement|s:re-inforcements
re-insert|d:re-inserted,3:re-inserts,i:re-inserting
re-inspect|i:re-inspecting
re-instate|d:re-instated,p:re-instated,i:re-instating,3:re-instates
re-instatement|s:re-instatements
re-institute|d:re-instituted,i:re-instituting,p:re-instituted
re-insurance|s:re-insurances
re-integrate|d:re-integrated,i:re-integrating
re-inter|d:re-interred
re-introduce|d:re-introduced,i:re-introducing,3:re-introduces
re-invent|d:re-invented,i:re-inventing,p:re-invented
re-invest|d:re-invested,p:re-invested,i:re-investing
re-investigate|i:re-investigating
re-investigation|s:re-investigations
re-invigorate|d:re-invigorated,p:re-invigorated
re-isolation|s:re-isolations
re-issue|d:re-issued,s:re-issues,p:re-issued,i:re-issuing,3:re-issues
re-iterate|p:re-iterated,3:re-iterates,d:re-iterated,i:re-iterating
re-jig|d:re-jigged,s:re-jigs
re-join|i:re-joining,p:re-joined
re-key|i:re-keying,d:re-keyed
re-kindle|d:re-kindled,p:re-kindled
re-launch|d:re-launched,i:re-launching,p:re-launched,3:re-launches
re-lay|3:re-lays,d:re-layed,p:re-laid
re-learn|i:re-learning
re-let|i:re-letting
re-line|i:re-lining
re-litigate|d:re-litigated,i:re-litigating
re-live|i:re-living,p:re-lived,3:re-lives,d:re-lived
re-load|d:re-loaded,p:re-loaded,s:re-loads
re-locate|d:re-located,i:re-locating,p:re-located
re-location|s:re-locations
re-look|i:re-looking
re-make|d:re-made,p:re-made,i:re-making
re-map|d:re-mapped,i:re-mapping
re-mark|d:re-marked
re-marry|d:re-married,p:re-married
re-melt|d:re-melted,i:re-melting,p:re-melted
re-mix|s:re-mixes,p:re-mixed
re-model|p:re-modelled,d:re-modelled,i:re-modelling
re-mortgage|i:re-mortgaging,d:re-mortgaged,p:re-mortgaged
re-name|d:re-named,p:re-named,i:re-naming
re-nationalize|i:re-nationalizing
re-negotiate|d:re-negotiated,p:re-negotiated,i:re-negotiating
re-nominate|d:re-nominated,p:re-nominated
re-number|i:re-numbering,d:re-numbered,p:re-numbered
re-occupy|d:re-occupied,p:re-occupied
re-occur|i:re-occurring,3:re-occurs,p:re-occurred
re-offend|i:re-offending,p:re-offended
re-offer|p:re-offered
re-oil|d:re-oiled,p:re-oiled
re-open|d:re-opened,i:re-opening,p:re-opened,3:re-opens
re-order|d:re-ordered,i:re-ordering,p:re-ordered,s:re-orders
re-ordering|s:re-orderings
re-organisation|s:re-organisations
re-organise|d:re-organised,i:re-organising,p:re-organised,3:re-organises
re-organization|s:re-organizations
re-organize|i:re-organizing,d:re-organized,p:re-organized
re-orient|d:re-oriented
re-orientate|d:re-orientated,i:re-orientating
re-package|d:re-packaged
re-paint|i:re-painting,d:re-painted,p:re-painted
re-pair|s:re-pairs
re-pass|p:re-passed
re-people|d:re-peopled,p:re-peopled
re-photograph|d:re-photographed,p:re-photographed,i:re-photographing
re-phrase|d:re-phrased,i:re-phrasing,p:re-phrased
re-place|d:re-placed,i:re-placing,p:re-placed
re-plant|d:re-planted,i:re-planting
re-point|i:re-pointing,p:re-pointed
re-pose|i:re-posing
re-position|d:re-positioned,i:re-positioning,3:re-positions
re-possess|d:re-possessed
re-possession|s:re-possessions
re-pot|i:re-potting
re-present|d:re-presented,3:re-presents,p:re-presented,i:re-presenting
re-presentation|s:re-presentations
re-print|d:re-printed,i:re-printing
re-process|d:re-processed
re-produce|d:re-produced,i:re-producing
re-program|i:re-programming
re-proof|i:re-proofing
re-provision|p:re-provisioned
re-purchase|d:re-purchased,i:re-purchasing
re-qualify|p:re-qualified
re-read|i:re-reading,3:re-reads
re-reading|s:re-readings
re-record|d:re-recorded,p:re-recorded,i:re-recording
re-register|d:re-registered,s:re-registers,p:re-registered,i:re-registering,3:re-registers
re-registration|s:re-registrations
re-regulate|i:re-regulating
re-release|d:re-released,i:re-releasing,s:re-releases,p:re-released
re-route|i:re-routing
re-run|s:re-runs,i:re-running,3:re-runs
re-scale|d:re-scaled,3:re-scales,i:re-scaling
re-schedule|d:re-scheduled,i:re-scheduling,p:re-scheduled
re-seal|d:re-sealed,i:re-sealing,p:re-sealed
re-see|i:re-seeing
re-seed|d:re-seeded,i:re-seeding,p:re-seeded
re-sel|i:re-selling
re-selection|s:re-selections
re-sell|d:re-sold,3:re-sells,p:re-sold
re-set|i:re-setting
re-settle|d:re-settled,p:re-settled
re-shape|i:re-shaping,d:re-shaped
re-shoot|i:re-shooting
re-shuffle|p:re-shuffled,d:re-shuffled
re-sign|p:re-signed,i:re-signing,d:re-signed
re-silver|i:re-silvering
re-sit|i:re-siting,d:re-sited,s:re-sits,p:re-sited
re-size|d:re-sized,i:re-sizing
re-sort|p:re-sorted,i:re-sorting
re-spray|p:re-sprayed
re-start|d:re-started,i:re-starting,p:re-started,s:re-starts,3:re-starts
re-state|d:re-stated,i:re-stating,3:re-states,p:re-stated
re-stock|i:re-stocking,d:re-stocked
re-structure|d:re-structured,i:re-structuring
re-style|d:re-styled,3:re-styles
re-submit|d:re-submitted,p:re-submitted
re-surface|i:re-surfacing,d:re-surfaced,p:re-surfaced,s:re-surfaces
re-table|i:re-tabling
re-take|i:re-taking,s:re-takes
re-tell|3:re-tells,p:re-told,d:re-told
re-tender|d:re-tendered,i:re-tendering
re-test|d:re-tested,i:re-testing,p:re-tested
re-think|i:re-thinking
re-tighten|d:re-tightened,p:re-tightened
re-tile|i:re-tiling,d:re-tiled
re-time|d:re-timed,p:re-timed
re-tool|i:re-tooling
re-touch|d:re-touched,p:re-touched
re-trace|i:re-tracing,p:re-traced
re-train|i:re-training,d:re-trained
re-transmit|i:re-transmitting
re-trial|s:re-trials
re-trigger|3:re-triggers
re-try|d:re-tried,p:re-tried
re-tube|d:re-tubed
re-tune|i:re-tuning,d:re-tuned
re-turf|d:re-turfed,p:re-turfed
re-union|s:re-unions
re-unite|3:re-unites
re-upholster|d:re-upholstered,p:re-upholstered
re-use|d:re-used,i:re-using,p:re-used,3:re-uses
re-vamp|d:re-vamped,i:re-vamping,3:re-vamps
re-vamped|p:re-vamped
re-view|i:re-viewing
re-vision|i:re-visioning,p:re-visioned
re-visit|p:re-visited,3:re-visits,d:re-visited,i:re-visiting
re-wash|i:re-washing
re-wire|i:re-wiring,p:re-wired
re-word|d:re-worded
re-work|d:re-worked,i:re-working,p:re-worked
re-working|s:re-workings
re-write|3:re-writes
re-writing|s:re-writings
reabsorb|d:reabsorbed,3:reabsorbs,i:reabsorbing,p:reabsorbed
reach|p:reached,d:reached,i:reaching,3:reaches,s:reaches
reach-me-down|s:reach-me-downs
reaching|s:reachings
reacquaint|d:reacquainted,p:reacquainted
reacquire|d:reacquired,p:reacquired
react|p:reacted,i:reacting,d:reacted,3:reacts
reactance|s:reactances
reactant|s:reactants
reaction|s:reactions
reaction-formation|s:reaction-formations
reaction-time|s:reaction-times
reactionary|s:reactionaries
reactivate|i:reactivating,d:reactivated,p:reactivated,3:reactivates
reactivity|s:reactivities
reactor|s:reactors
read|i:reading,3:reads
read-out|s:read-outs
readapt|i:readapting
readdress|d:readdressed,p:readdressed
reader|s:readers
reader-response|s:reader-responses
readership|s:readerships
readiness|s:readinesses
reading|s:readings
reading-glass|s:reading-glasses
reading-room|s:reading-rooms
readjust|p:readjusted,d:readjusted,i:readjusting,3:readjusts,s:readjusts
readjustment|s:readjustments
readmission|s:readmissions
readmit|d:readmitted,p:readmitted,i:readmitting
readopt|d:readopted,p:readopted,i:readopting
readout|s:readouts,3:readouts
ready|s:readies,i:readying,r:readier,d:readied,p:readied,3:readies
ready-made|s:ready-mades
ready-meal|s:ready-meals
readymade|s:readymades
reaffirm|p:reaffirmed,d:reaffirmed,i:reaffirming,3:reaffirms
reaffirmation|s:reaffirmations
reafforest|d:reafforested,p:reafforested
Reaganite|s:reaganites
reaganomic|s:reaganomics
reagent|s:reagents
reaggregate|s:reaggregates,p:reaggregated,d:reaggregated,i:reaggregating,3:reaggregates
reale|s:reales
realign|i:realigning,d:realigned,p:realigned,s:realigns,3:realigns
realignment|s:realignments
realisation|s:realisations
realise|p:realised,d:realised,i:realising,3:realises
realism|s:realisms
realist|s:realists
reality|s:realities
realization|s:realizations
realize|p:realized,d:realized,i:realizing,3:realizes
realizer|s:realizers
reallocate|d:reallocated,p:reallocated,i:reallocating,s:reallocates,3:reallocates
reallocation|s:reallocations
reallowance|s:reallowances
realm|s:realms
realtor|s:realtors
ream|s:reams,i:reaming,p:reamed,3:reams,d:reamed
reamer|s:reamers
reamplify|d:reamplified,p:reamplified
reanimate|d:reanimated,3:reanimates,i:reanimating,p:reanimated
reap|i:reaping,p:reaped,d:reaped,3:reaps
reaper|s:reapers
reappear|p:reappeared,3:reappears,d:reappeared,i:reappearing
reappearance|s:reappearances
reapply|d:reapplied,i:reapplying,p:reapplied,3:reapplies
reappoint|d:reappointed,p:reappointed,i:reappointing,3:reappoints
reappointment|s:reappointments
reapportion|i:reapportioning,p:reapportioned,3:reapportions,d:reapportioned
reappraisal|s:reappraisals
reappraise|d:reappraised,i:reappraising,p:reappraised,3:reappraises
reappropriate|s:reappropriates,3:reappropriates,i:reappropriating
reapprove|p:reapproved
rear|d:reared,p:reared,i:rearing,3:rears,s:rears
rear-end|i:rear-ending,p:rear-ended,3:rear-ends,d:rear-ended,f:rear-ends
rearer|s:rearers
rearguard|s:rearguards
rearm|d:rearmed,i:rearming,p:rearmed,3:rearms
rearrange|d:rearranged,p:rearranged,3:rearranges,i:rearranging
rearrangement|s:rearrangements
rearrest|d:rearrested,p:rearrested
rearticulate|d:rearticulated,p:rearticulated,i:rearticulating
reascend|i:reascending
reason|s:reasons,p:reasoned,i:reasoning,3:reasons,d:reasoned
reasoner|s:reasoners
reasoning|s:reasonings
reassemble|d:reassembled,p:reassembled,i:reassembling,3:reassembles
reassert|p:reasserted,i:reasserting,d:reasserted,3:reasserts
reassess|d:reassessed,i:reassessing,p:reassessed,3:reassesses
reassessment|s:reassessments
reassign|d:reassigned,p:reassigned,i:reassigning,3:reassigns
reassignment|s:reassignments
reassume|3:reassumes,d:reassumed,p:reassumed
reassurance|s:reassurances
reassure|d:reassured,p:reassured,i:reassuring,3:reassures
reattach|d:reattached,p:reattached
reattain|d:reattained
reave|s:reaves,i:reaving,p:reaved,3:reaves,d:reaved
reaver|s:reavers
reawaken|d:reawakened,i:reawakening,p:reawakened,3:reawakens
reback|d:rebacked,p:rebacked
rebadge|i:rebadging,d:rebadged,p:rebadged
rebalance|i:rebalancing,d:rebalanced
rebaptize|d:rebaptized,p:rebaptized
rebase|d:rebased,i:rebasing
rebate|s:rebates,i:rebating,p:rebated,d:rebated,3:rebates
rebel|s:rebels,p:rebelled,i:rebelling,d:rebelled,3:rebels
rebellion|s:rebellions
rebid|i:rebidding,s:rebids
rebind|i:rebinding,p:rebound,3:rebinds,d:rebound
rebirth|s:rebirths,i:rebirthing
rebirther|s:rebirthers
reboard|i:reboarding,p:reboarded,d:reboarded
rebody|p:rebodied
reboil|p:reboiled
rebook|d:rebooked,p:rebooked
reboot|p:rebooted,d:rebooted,i:rebooting,s:reboots,3:reboots
rebore|d:rebored,i:reboring,p:rebored
rebound|i:rebounding,d:rebounded,3:rebounds,s:rebounds
rebrand|d:rebranded,p:rebranded
rebreathe|p:rebreathed
rebroadcast|i:rebroadcasting,p:rebroadcast,3:rebroadcasts,d:rebroadcast
rebuff|d:rebuffed,p:rebuffed,s:rebuffs,3:rebuffs,i:rebuffing
rebuild|d:rebuilt,i:rebuilding,p:rebuilt,3:rebuilds,s:rebuilds
rebuilder|s:rebuilders
rebuilding|s:rebuildings
rebuke|d:rebuked,p:rebuked,i:rebuking,3:rebukes,s:rebukes
rebury|d:reburied,i:reburying,p:reburied,3:reburies
rebut|d:rebutted,i:rebutting,p:rebutted,3:rebuts
rebuttal|s:rebuttals
REC|s:recs,d:recced
recalcitrant|s:recalcitrants
recalcitrate|i:recalcitrating,p:recalcitrated,3:recalcitrates,d:recalcitrated
recalculate|d:recalculated,3:recalculates,p:recalculated,i:recalculating
recalculation|s:recalculations
recalibrate|i:recalibrating,d:recalibrated,p:recalibrated
recall|p:recalled,3:recalls,d:recalled,i:recalling
recant|p:recanted,d:recanted,i:recanting,3:recants
recantation|s:recantations
recap|i:recapping,p:recapped,3:recaps,d:recaped
recapitalise|i:recapitalising
recapitalization|s:recapitalizations
recapitulate|3:recapitulates,i:recapitulating,d:recapitulated,p:recapitulated,s:recapitulates
recapitulation|s:recapitulations
recapture|d:recaptured,p:recaptured,i:recapturing,3:recaptures,s:recaptures
